circuit,protocol,iters,train_size,test_size,pval,data_time,d_tree_time,bias_sharing,bias_and,accidental_secret,accidental_gate
adder_4.txt,beaver,64,512,256,0.9999999999982812,2.47,1.24,0,1,0,0
adder_4.txt,beaver,64,512,256,0.9999999999982828,2.52,1.29,0,1,0,0
adder_4.txt,beaver,128,128,64,1.0,1.37,1.71,0,1,0,0
adder_4.txt,beaver,128,128,64,1.0,1.34,1.18,0,1,0,0
adder_4.txt,beaver,128,128,64,1.0,1.31,1.16,0,1,0,0
adder_4.txt,beaver,128,256,128,1.0,2.5,1.47,0,1,0,0
adder_4.txt,beaver,128,256,128,1.0,2.32,1.46,0,1,0,0
adder_4.txt,beaver,128,256,128,1.0,2.42,1.47,0,1,0,0
adder_4.txt,beaver,128,512,256,1.0,4.51,2.02,0,1,0,0
adder_4.txt,beaver,128,512,256,1.0,4.55,2.02,0,1,0,0
adder_4.txt,beaver,128,512,256,1.0,4.56,2.03,0,1,0,0
adder_4.txt,beaver,64,128,64,0.9999999999982923,0.68,0.89,0,2,0,0
adder_4.txt,beaver,64,128,64,0.9999999999982145,0.73,0.89,0,2,0,0
adder_4.txt,beaver,64,128,64,0.9999999999966193,0.74,0.89,0,2,0,0
adder_4.txt,beaver,64,256,128,0.9999999999982853,1.3,1.01,0,2,0,0
adder_4.txt,beaver,64,256,128,0.9999999999982916,1.32,1.38,0,2,0,0
adder_4.txt,beaver,64,256,128,0.999999999998288,1.67,1.0,0,2,0,0
adder_4.txt,beaver,64,512,256,0.9999999999982849,2.34,1.26,0,2,0,0
adder_4.txt,beaver,64,512,256,0.9999999999982836,2.47,1.28,0,2,0,0
adder_4.txt,beaver,64,512,256,0.9999999999982828,2.43,1.27,0,2,0,0
adder_4.txt,beaver,128,128,64,1.0,1.26,1.19,0,2,0,0
adder_4.txt,beaver,128,128,64,1.0,1.26,1.19,0,2,0,0
adder_4.txt,beaver,128,128,64,1.0,1.29,1.13,0,2,0,0
adder_4.txt,beaver,128,256,128,1.0,2.36,1.49,0,2,0,0
adder_4.txt,beaver,128,256,128,1.0,2.44,1.39,0,2,0,0
adder_4.txt,beaver,128,256,128,1.0,2.42,1.39,0,2,0,0
adder_4.txt,beaver,128,512,256,1.0,4.63,1.9,0,2,0,0
adder_4.txt,beaver,128,512,256,1.0,5.8,1.88,0,2,0,0
adder_4.txt,beaver,128,512,256,1.0,4.31,1.89,0,2,0,0
adder_4.txt,beaver,64,128,64,0.9999999999964037,0.64,0.78,0,3,0,0
adder_4.txt,beaver,64,128,64,0.9999999999972633,0.65,0.83,0,3,0,0
adder_4.txt,beaver,64,128,64,0.9999999999978996,0.64,0.83,0,3,0,0
adder_4.txt,beaver,64,256,128,0.9999999999982885,1.26,0.98,0,3,0,0
adder_4.txt,beaver,64,256,128,0.9999999999982845,1.4,1.02,0,3,0,0
adder_4.txt,beaver,64,256,128,0.9999999999982866,1.3,1.0,0,3,0,0
adder_4.txt,beaver,64,512,256,0.9999999999982828,2.47,1.29,0,3,0,0
adder_4.txt,beaver,64,512,256,0.9999999999982836,2.5,1.27,0,3,0,0
adder_4.txt,beaver,64,512,256,0.9999999999982814,2.47,1.27,0,3,0,0
adder_4.txt,beaver,128,128,64,1.0,1.3,1.22,0,3,0,0
adder_4.txt,beaver,128,128,64,1.0,1.24,1.17,0,3,0,0
adder_4.txt,beaver,128,128,64,1.0,1.33,1.23,0,3,0,0
adder_4.txt,beaver,128,256,128,1.0,2.53,1.44,0,3,0,0
adder_4.txt,beaver,128,256,128,1.0,2.35,1.53,0,3,0,0
adder_4.txt,beaver,128,256,128,1.0,2.55,1.46,0,3,0,0
adder_4.txt,beaver,128,512,256,1.0,4.83,1.96,0,3,0,0
adder_4.txt,beaver,128,512,256,1.0,4.67,1.98,0,3,0,0
adder_4.txt,beaver,128,512,256,1.0,4.81,1.92,0,3,0,0
adder_4.txt,beaver,64,128,64,1.3694819965032786e-07,0.74,0.82,0,0,1,0
adder_4.txt,beaver,64,128,64,1.950677186472684e-08,0.69,0.85,0,0,1,0
adder_4.txt,beaver,64,128,64,5.804405685663923e-07,0.71,0.82,0,0,1,0
adder_4.txt,beaver,64,256,128,0.12021229865426797,1.24,0.97,0,0,1,0
adder_4.txt,beaver,64,256,128,0.002533907878223482,1.24,0.98,0,0,1,0
adder_4.txt,beaver,64,256,128,0.015098351589185852,1.26,0.97,0,0,1,0
adder_4.txt,beaver,64,512,256,0.9937591171064144,2.47,1.22,0,0,1,0
adder_4.txt,beaver,64,512,256,0.9999927932058514,2.48,1.24,0,0,1,0
adder_4.txt,beaver,64,512,256,0.994780727817221,2.41,1.19,0,0,1,0
adder_4.txt,beaver,128,128,64,3.419634799968467e-12,1.29,1.17,0,0,1,0
adder_4.txt,beaver,128,128,64,2.8357799364363856e-11,1.35,1.16,0,0,1,0
adder_4.txt,beaver,128,128,64,7.944520401639121e-13,1.3,1.17,0,0,1,0
adder_4.txt,beaver,128,256,128,0.06485604072820998,2.51,1.37,0,0,1,0
adder_4.txt,beaver,128,256,128,0.0004174224755775601,2.43,1.39,0,0,1,0
adder_4.txt,beaver,128,256,128,0.16438872254036996,2.33,1.36,0,0,1,0
adder_4.txt,beaver,128,512,256,0.9999812994522177,4.75,1.83,0,0,1,0
adder_4.txt,beaver,128,512,256,0.9999999996512423,4.74,2.68,0,0,1,0
adder_4.txt,beaver,128,512,256,0.9999981166409146,4.57,1.91,0,0,1,0
adder_4.txt,beaver,64,128,64,1.7933955220111142e-12,0.72,0.83,0,0,2,0
adder_4.txt,beaver,64,128,64,1.7852549141570648e-12,0.68,0.85,0,0,2,0
adder_4.txt,beaver,64,128,64,2.620243329695751e-12,0.71,0.84,0,0,2,0
adder_4.txt,beaver,64,256,128,1.7978502283527223e-12,1.24,0.94,0,0,2,0
adder_4.txt,beaver,64,256,128,1.7946319211310952e-12,1.31,0.95,0,0,2,0
adder_4.txt,beaver,64,256,128,1.7953741368185288e-12,1.31,0.97,0,0,2,0
adder_4.txt,beaver,64,512,256,1.8008256834024704e-12,2.45,1.13,0,0,2,0
adder_4.txt,beaver,64,512,256,1.79983336225571e-12,2.33,1.14,0,0,2,0
adder_4.txt,beaver,64,512,256,1.7951267002296864e-12,2.34,1.13,0,0,2,0
